1	1.18892
2	1.83688
3	2.3758
4	2.59502
5	2.68546
6	2.5692
7	2.51794
8	2.90405
9	3.17646
10	3.17465
11	3.33933
12	3.46964
13	3.46518
14	3.785
15	3.96828
16	3.59236
17	3.39251
18	3.63543
19	3.53642
20	3.11798
21	3.2848
22	3.61573
23	3.63504
24	4.02969
25	4.65698
26	4.29524
27	4.56289
28	4.3762
29	4.57022
30	5.03443
31	4.9721
32	5.47304
33	5.21538
34	5.98847
35	5.63995
36	5.73914
37	5.43453
38	4.87848
39	5.10978
40	4.95434
41	4.23857
42	4.22298
43	4.28877
44	4.61948
45	4.69739
46	5.38682
47	5.3143
48	5.62365
49	5.74052
50	5.86407
51	6.02797
52	6.48819
53	6.57392
54	6.56918
55	6.59551
56	6.92336
57	7.86488
58	7.71965
59	7.68162
60	7.75849
61	7.7668
62	7.63449
63	7.25394
64	7.19909
65	7.05173
66	7.06589
67	6.66867
68	6.96586
69	7.02321
70	7.33225
71	7.20896
72	7.20707
73	7.11235
74	6.59311
75	6.5293
76	5.96999
77	5.6984
78	5.43319
79	5.40992
80	5.74627
81	5.96141
82	6.18195
83	6.48679
84	6.27681
85	6.5221
86	6.72134
87	6.48048
88	6.90362
89	6.14003
90	6.34299
91	6.58066
92	6.18356
93	6.01082
94	5.89629
95	5.94695
96	6.06337
97	5.94826
98	5.76711
99	6.41713
100	6.44747
101	6.33418
102	5.93578
103	6.17224
104	6.41731
105	6.7149
106	6.53355
107	6.37178
108	6.18282
109	6.12016
110	6.19087
111	5.84664
112	6.07785
113	5.98495
114	6.32725
115	6.1787
116	6.15144
117	6.04304
118	5.53238
119	5.91266
120	5.67863
121	5.07364
122	5.36715
123	5.20712
124	5.04971
125	5.00491
126	4.73858
127	5.18829
128	5.43292
129	5.38044
130	5.1814
131	5.41127
132	5.62155
133	6.03339
134	6.00971
135	6.19835
136	6.26389
137	5.40798
138	5.60743
139	5.39289
140	5.46206
141	5.41582
142	5.51247
143	5.6521
144	5.70932
145	6.00636
146	5.59374
147	5.96776
148	6.34407
149	6.20187
150	6.74682
151	6.60603
152	6.44075
153	6.6522
154	6.61074
155	7.06302
156	7.19773
157	7.03007
158	6.52261
159	6.48893
160	6.24846
161	5.49595
162	5.63132
163	5.07348
164	4.97426
165	4.81041
166	5.0198
167	5.15172
168	5.12293
169	5.09541
170	4.68266
171	4.83324
172	4.37315
173	4.85817
174	4.90528
175	4.78466
176	4.49662
177	4.37119
178	4.12509
179	4.19372
180	4.15928
181	4.15928
182	4.464
183	4.67994
184	4.9219
185	5.12571
186	4.95044
187	5.25705
188	5.06018
189	4.29037
190	3.99396
191	4.35433
192	4.16568
193	4.26773
194	4.34674
195	4.16292
196	4.82983
197	4.6703
198	4.61696
199	4.04969
200	4.03755
201	3.98583
202	4.17329
203	3.67401
204	3.3731
205	3.60734
206	3.51726
207	3.24177
208	3.34147
209	3.61481
210	3.67522
211	3.80884
212	4.2055
213	3.62218
214	3.704
215	3.48237
216	3.55249
217	3.58696
218	3.29153
219	2.94618
220	3.09744
221	3.30151
222	3.79995
223	3.84045
224	4.39927
225	4.65852
226	5.14984
227	5.36935
228	5.30605
229	5.66046
230	5.90824
231	5.7272
232	5.61369
233	5.53476
234	5.35041
235	5.70454
