1	1.14212
2	1.73191
3	2.1336
4	2.44106
5	2.70451
6	2.82761
7	2.98065
8	3.12621
9	3.23971
10	3.34932
11	3.4389
12	3.50437
13	3.54461
14	3.58653
15	3.63988
16	3.72813
17	3.778
18	3.7942
19	3.83148
20	3.87277
21	3.93444
22	3.96812
23	4.02462
24	4.06644
25	4.1049
26	4.14512
27	4.14947
28	4.18096
29	4.21494
30	4.26204
31	4.31706
32	4.41453
33	4.42545
34	4.44275
35	4.44035
36	4.48109
37	4.51364
38	4.49927
39	4.54415
40	4.53102
41	4.56417
42	4.59141
43	4.60337
44	4.67823
45	4.73315
46	4.7256
47	4.70891
48	4.73799
49	4.82336
50	4.86057
51	4.89091
52	4.87805
53	4.90045
54	5.0033
55	4.98355
56	4.94892
57	4.97472
58	5.01513
59	5.03117
60	5.02667
61	4.99938
62	5.04172
63	5.04534
64	5.06419
65	5.08235
66	5.06752
67	5.0506
68	5.05203
69	5.14168
70	5.17845
71	5.24166
72	5.36184
73	5.42366
74	5.42347
75	5.46181
76	5.46527
77	5.46393
78	5.45087
79	5.4469
80	5.44049
81	5.45106
82	5.44904
83	5.50886
84	5.57539
85	5.58208
86	5.61878
87	5.65446
88	5.67848
89	5.68281
90	5.71148
91	5.70032
92	5.65625
93	5.69548
94	5.74685
95	5.7551
96	5.7681
97	5.79851
98	5.8143
99	5.86925
100	5.90992
101	5.83477
102	5.83566
103	5.84101
104	5.83707
105	5.87151
106	5.87115
107	5.87285
108	5.84754
109	5.87752
110	5.89909
111	5.941
112	5.92387
113	5.88982
114	5.93997
115	5.95241
116	5.90525
117	5.89774
118	5.86974
119	5.84327
120	5.81778
121	5.81885
122	5.78902
123	5.81745
124	5.7934
125	5.78352
126	5.79397
127	5.83314
128	5.839
129	5.8476
130	5.81054
131	5.83961
132	5.80577
133	5.82852
134	5.83167
135	5.86649
136	5.82311
137	5.84056
138	5.82243
139	5.84539
140	5.83827
141	5.84341
142	5.89309
143	5.89544
144	5.95605
145	5.9664
146	5.93236
147	5.93117
148	6.00499
149	6.01776
150	6.01838
151	6.03504
152	6.10132
153	6.09835
154	6.14232
155	6.15919
156	6.19275
157	6.17073
158	6.21742
159	6.27609
160	6.25085
161	6.30132
162	6.30149
163	6.27696
164	6.29405
165	6.26967
166	6.30281
167	6.31927
168	6.32054
169	6.2674
170	6.25407
171	6.21666
172	6.1314
173	6.21304
174	6.25605
175	6.25649
176	6.25766
177	6.2259
178	6.20519
179	6.1961
180	6.17811
181	6.15319
182	6.191
183	6.14572
184	6.14692
185	6.13638
186	6.11655
187	6.08983
188	6.01128
189	6.05278
190	6.06189
191	6.04906
192	6.05191
193	6.06718
194	6.11794
195	6.11669
196	6.1321
197	6.07308
198	6.03868
199	6.0228
200	5.98129
201	5.93536
202	5.87277
203	5.8513
204	5.79657
205	5.81391
206	5.82608
207	5.83322
208	5.81467
209	5.78927
210	5.8114
211	5.76524
212	5.81645
213	5.78441
214	5.77135
215	5.76841
216	5.76698
217	5.75331
218	5.70969
219	5.69998
220	5.71052
221	5.72488
222	5.76571
223	5.71657
224	5.72777
225	5.74042
226	5.72128
227	5.69271
228	5.68825
229	5.7255
230	5.73689
231	5.75768
232	5.73803
233	5.71307
234	5.70603
235	5.76635
236	5.80234
237	5.78284
238	5.79177
239	5.83734
240	5.84061
241	5.82551
242	5.83205
243	5.83791
244	5.85764
245	5.88263
246	5.85369
247	5.81542
248	5.77587
249	5.79853
250	5.7984
251	5.86455
252	5.84691
253	5.86829
254	5.84287
255	5.83524
256	5.80383
257	5.76226
258	5.72546
259	5.7052
260	5.70255
261	5.70679
262	5.68445
263	5.65756
264	5.6956
265	5.68605
266	5.68939
267	5.68861
268	5.67872
269	5.69806
270	5.71361
271	5.68685
272	5.66507
273	5.66595
274	5.69021
275	5.6981
276	5.64229
277	5.69817
278	5.71835
279	5.75332
280	5.77892
281	5.74772
282	5.76296
283	5.74652
284	5.73409
285	5.7793
286	5.81023
